SEED	functions_L1	functions_L2	functions_L3
seed195	L1_Amino Acids and Derivatives	L2_Chorismate Synthesis	L3_Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)
seed196	L1_Amino Acids and Derivatives	L2_Chorismate Synthesis	L3_Shikimate kinase II (EC 2.7.1.71)
seed197	L1_Amino Acids and Derivatives	L2_Chorismate Synthesis	L3_Shikimate kinase III (EC 2.7.1.71)
seed198	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	"L3_2,3-dihydroxy-2,3-dihydro-phenylpropionate dehydrogenase (EC 1.3.1.-)"
seed199	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	"L3_2,3-dihydroxyphenylpropionate 1,2-dioxygenase (EC 1.13.11.-)"
seed200	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	"L3_2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (EC 3.7.1.-)"
seed201	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_2-keto-4-pentenoate hydratase (EC 4.2.1.80)
seed202	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-)
seed203	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_3-phenylpropionate dioxygenase ferredoxin subunit
seed204	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_3-phenylpropionate dioxygenase ferredoxin--NAD(+) reductase component (EC 1.18.1.3)
seed205	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	"L3_3-phenylpropionate dioxygenase, alpha subunit (EC 1.14.12.19)"
seed206	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	"L3_3-phenylpropionate dioxygenase, beta subunit (EC 1.14.12.19)"
seed207	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_4-hydroxybenzoate transporter
seed208	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_Acetaldehyde dehydrogenase (EC 1.2.1.10)
seed209	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_Hca operon (3-phenylpropionic acid catabolism) transcriptional activator HcaR
seed210	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_Mhp operon transcriptional activator
seed211	L1_Amino Acids and Derivatives	L2_Cinnamic Acid Degradation	L3_Probable 3-phenylpropionic acid transporter
seed212	L1_Amino Acids and Derivatives	L2_Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	L3_Regulatory protein of benzoate catabolism
seed213	L1_Amino Acids and Derivatives	L2_Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	L3_Transcriptional repressor protein TrpR
seed214	L1_Amino Acids and Derivatives	L2_Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	L3_Transcriptional repressor protein TyrR
seed215	L1_Amino Acids and Derivatives	L2_Creatine and Creatinine Degradation	L3_Creatinine amidohydrolase (EC 3.5.2.10)
seed216	L1_Amino Acids and Derivatives	L2_Creatine and Creatinine Degradation	L3_N-methylhydantoinase (ATP-hydrolyzing) (EC 3.5.2.14)
seed217	L1_Amino Acids and Derivatives	L2_Creatine and Creatinine Degradation	L3_N-methylhydantoinase A (EC 3.5.2.14)
seed218	L1_Amino Acids and Derivatives	L2_Creatine and Creatinine Degradation	L3_N-methylhydantoinase B (EC 3.5.2.14)
seed219	L1_Amino Acids and Derivatives	L2_Cyanophycin Metabolism	L3_Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)
seed220	L1_Amino Acids and Derivatives	L2_Cyanophycin Metabolism	L3_Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)
seed221	L1_Amino Acids and Derivatives	L2_Cyanophycin Metabolism	L3_Cyanophycin synthase II
seed222	L1_Amino Acids and Derivatives	L2_Cyanophycin Metabolism	L3_Cyanophycinase (EC 3.4.15.6)
seed223	L1_Amino Acids and Derivatives	L2_Cyanophycin Metabolism	L3_Cyanophycinase (EC 3.4.15.6) dimer
seed224	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Adenylylsulfate kinase (EC 2.7.1.25)
seed225	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Cys regulon transcriptional activator CysB
seed226	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Cystathionine beta-synthase (EC 4.2.1.22)
seed227	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Cystathionine gamma-lyase (EC 4.4.1.1)
seed228	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Cysteine synthase (EC 2.5.1.47)
seed229	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Cysteine synthase A (EC 2.5.1.47)
seed230	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Cysteine synthase B (EC 2.5.1.47)
seed231	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)
seed232	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Serine acetyltransferase (EC 2.3.1.30)
seed233	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)
seed234	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)
seed235	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate and thiosulfate binding protein CysP
seed236	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)
seed237	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate permease
seed238	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	"L3_Sulfate permease, Trk-type"
seed239	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate transport system permease protein CysT
seed240	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfate transport system permease protein CysW
seed241	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	"L3_Sulfate transporter, CysZ-type"
seed242	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)
seed243	L1_Amino Acids and Derivatives	L2_Cysteine Biosynthesis	L3_Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)
seed244	L1_Amino Acids and Derivatives	L2_Evolution of Proline Biosynthesis (for review by Fichman et al)	L3_Gamma-glutamyl phosphate reductase (EC 1.2.1.41)
seed245	L1_Amino Acids and Derivatives	L2_Evolution of Proline Biosynthesis (for review by Fichman et al)	L3_Glutamate 5-kinase (EC 2.7.2.11)
seed246	L1_Amino Acids and Derivatives	L2_Evolution of Proline Biosynthesis (for review by Fichman et al)	L3_Proline/sodium symporter PutP (TC 2.A.21.2.1)
seed247	L1_Amino Acids and Derivatives	L2_Evolution of Proline Biosynthesis (for review by Fichman et al)	"L3_Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like"
seed248	L1_Amino Acids and Derivatives	L2_Glutamate dehydrogenases	L3_NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
seed249	L1_Amino Acids and Derivatives	L2_Glutamate dehydrogenases	"L3_NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form"
seed250	L1_Amino Acids and Derivatives	L2_Glutamine synthetases	L3_Glutamine synthetase type I (EC 6.3.1.2)
seed251	L1_Amino Acids and Derivatives	L2_Glutamine synthetases	"L3_Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)"
seed252	L1_Amino Acids and Derivatives	L2_Glutamine synthetases	"L3_Glutamine synthetase type III, GlnN (EC 6.3.1.2)"
seed253	L1_Amino Acids and Derivatives	L2_Glutamine synthetases	"L3_Glutamine synthetase, clostridia type (EC 6.3.1.2)"
seed254	L1_Amino Acids and Derivatives	L2_Glutamine synthetases	"L3_Putative glutamine synthetase, Rickettsiales type (EC 6.3.1.2)"
seed255	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnB
seed256	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnH
seed257	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) YisO
seed258	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Aspartate ammonia-lyase (EC 4.3.1.1)
seed259	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Aspartate--ammonia ligase (EC 6.3.1.1)
seed260	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)
seed261	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
seed262	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutamate synthase [NADPH] putative GlxC chain (EC 1.4.1.13)
seed263	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutamate synthase [NADPH] small chain (EC 1.4.1.13)
seed264	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutaminase (EC 3.5.1.2)
seed265	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutamine amidotransferase protein GlxB (EC 2.4.2.-)
seed266	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutamine synthetase (EC 6.3.1.2)
seed267	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_glutamine synthetase family protein
seed268	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_Glutamine synthetase family protein in hypothetical Actinobacterial gene cluster
seed269	L1_Amino Acids and Derivatives	"L2_Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"	L3_L-asparaginase (EC 3.5.1.1)
seed270	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Aconitate hydratase (EC 4.2.1.3)
seed271	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Citrate synthase (si) (EC 2.3.3.1)
seed272	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Cyanoalanine nitrilase (EC 3.5.5.4)
seed273	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Glutamate synthase [NADH] (EC 1.4.1.14)
seed274	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
seed275	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Isocitrate dehydrogenase [NAD] (EC 1.1.1.41)
seed276	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	L3_Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
seed277	L1_Amino Acids and Derivatives	"L2_Glutamine, glutamate, aspartate, asparagine metabolism in plants"	"L3_Pyruvate,phosphate dikinase (EC 2.7.9.1)"
seed278	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)
seed279	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)
seed280	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_D-serine dehydratase transcriptional activator
seed281	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_D-serine permease DsdX
seed282	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_D-serine/D-alanine/glycine transporter
seed283	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Glycerate kinase (EC 2.7.1.31)
seed284	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Glycine cleavage system H protein
seed285	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)
seed286	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)
seed287	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)
seed288	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_L-serine dehydratase (EC 4.3.1.17)
seed289	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_L-serine dehydratase 1 (EC 4.3.1.17)
seed290	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	"L3_L-serine dehydratase, alpha subunit (EC 4.3.1.17)"
seed291	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	"L3_L-serine dehydratase, beta subunit (EC 4.3.1.17)"
seed292	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Monoamine oxidase (1.4.3.4)
seed293	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Serine transporter
seed294	L1_Amino Acids and Derivatives	L2_Glycine and Serine Utilization	L3_Seryl-tRNA synthetase (EC 6.1.1.11)
seed295	L1_Amino Acids and Derivatives	L2_Glycine Biosynthesis	L3_L-threonine 3-dehydrogenase (EC 1.1.1.103)
seed296	L1_Amino Acids and Derivatives	L2_Glycine cleavage system	L3_Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
seed297	L1_Amino Acids and Derivatives	L2_Glycine cleavage system	L3_Glycine cleavage system transcriptional activator GcvA
seed298	L1_Amino Acids and Derivatives	L2_Glycine cleavage system	L3_Glycine cleavage system transcriptional antiactivator GcvR
seed299	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_ATP phosphoribosyltransferase (EC 2.4.2.17)
seed300	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)
seed301	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	"L3_ATP phosphoribosyltransferase regulatory subunit, divergent variant (EC 2.4.2.17)"
seed302	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Histidinol dehydrogenase (EC 1.1.1.23)
seed303	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Histidinol-phosphatase (EC 3.1.3.15)
seed304	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Histidinol-phosphatase [alternative form] (EC 3.1.3.15)
seed305	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Histidinol-phosphate aminotransferase (EC 2.6.1.9)
seed306	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)
seed307	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
seed308	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)
seed309	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)
seed310	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
seed311	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis	L3_Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)
seed312	L1_Amino Acids and Derivatives	L2_Histidine Biosynthesis in plants	L3_Adenylosuccinate synthetase (EC 6.3.4.4)
seed313	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Conserved hypothetical protein (perhaps related to histidine degradation)
seed314	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Formiminoglutamase (EC 3.5.3.8)
seed315	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Formiminoglutamic iminohydrolase (EC 3.5.3.13)
seed316	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Glutamate formiminotransferase (EC 2.1.2.5)
seed317	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Histidine ammonia-lyase (EC 4.3.1.3)
seed318	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Histidine transport protein (permease)
seed319	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Histidine utilization repressor
seed320	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Hut operon positive regulatory protein
seed321	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Imidazolonepropionase (EC 3.5.2.7)
seed322	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_N-formylglutamate deformylase (EC 3.5.1.68)
seed323	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_N-formylglutamate deformylase (EC 3.5.1.68) [alternative form]
seed324	L1_Amino Acids and Derivatives	L2_Histidine Degradation	L3_Urocanate hydratase (EC 4.2.1.49)
seed325	L1_Amino Acids and Derivatives	L2_Histidine Degradation in Streptococci	L3_Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)
seed326	L1_Amino Acids and Derivatives	L2_HMG CoA Synthesis	L3_Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)
seed327	L1_Amino Acids and Derivatives	L2_HMG CoA Synthesis	L3_Biotin carboxyl carrier protein of methylcrotonyl-CoA carboxylase
seed328	L1_Amino Acids and Derivatives	L2_HMG CoA Synthesis	L3_Biotin carboxylase of methylcrotonyl-CoA carboxylase (EC 6.3.4.14)
seed329	L1_Amino Acids and Derivatives	L2_HMG-CoA	L3_Branched-chain acyl-CoA dehydrogenase (EC 1.3.99.12)
seed330	L1_Amino Acids and Derivatives	L2_HMG-CoA	L3_Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)
seed331	L1_Amino Acids and Derivatives	L2_HMG-CoA	L3_Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
seed332	L1_Amino Acids and Derivatives	L2_HMG-CoA	"L3_Predicted transcriptional regulator of leucine degradation pathway, MerR family"
seed333	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)
seed334	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_3-ketoacyl-CoA thiolase (EC 2.3.1.16)
seed335	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)
seed336	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	"L3_Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)"
seed337	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_Butyrate kinase (EC 2.7.2.7)
seed338	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_Butyryl-CoA dehydrogenase (EC 1.3.99.2)
seed339	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_Enoyl-CoA hydratase (EC 4.2.1.17)
seed340	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.-)
seed341	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_phosphotransbutyrylase (EC 2.3.1.19)
seed342	L1_Amino Acids and Derivatives	L2_Isoleucine degradation	L3_Probable acyl-CoA dehydrogenase (EC 1.3.99.3)
